model,endpoint,observed,predicted,weight,compound_index,compound_id_sha12
cytoplasm_block_5nn,cytotoxicity SRB,0,0,0.00083194676,174,d4ac6e2b54e7
nuclei_block_5nn,cytotoxicity SRB,0,0,0.00083194676,174,d4ac6e2b54e7
compartment_route_5nn,cytotoxicity SRB,0,0,0.00083194676,174,d4ac6e2b54e7
endpoint_prevalence,ER stress,0,0.14155251,0.00088495575,174,d4ac6e2b54e7
morphology_magnitude_5nn,ER stress,0,0.4,0.00088495575,174,d4ac6e2b54e7
cells_block_5nn,ER stress,0,0.2,0.00088495575,174,d4ac6e2b54e7
cytoplasm_block_5nn,ER stress,0,0.2,0.00088495575,174,d4ac6e2b54e7
nuclei_block_5nn,ER stress,0,0.2,0.00088495575,174,d4ac6e2b54e7
compartment_route_5nn,ER stress,0,0.2,0.00088495575,174,d4ac6e2b54e7
endpoint_prevalence,heat shock,0,0.11567732,0.00085910653,174,d4ac6e2b54e7
morphology_magnitude_5nn,heat shock,0,0.4,0.00085910653,174,d4ac6e2b54e7
cells_block_5nn,heat shock,0,0,0.00085910653,174,d4ac6e2b54e7
cytoplasm_block_5nn,heat shock,0,0,0.00085910653,174,d4ac6e2b54e7
nuclei_block_5nn,heat shock,0,0,0.00085910653,174,d4ac6e2b54e7
compartment_route_5nn,heat shock,0,0.2,0.00085910653,174,d4ac6e2b54e7
endpoint_prevalence,microtubule up,0,0.02739726,0.00078125,174,d4ac6e2b54e7
morphology_magnitude_5nn,microtubule up,0,0,0.00078125,174,d4ac6e2b54e7
cells_block_5nn,microtubule up,0,0,0.00078125,174,d4ac6e2b54e7
cytoplasm_block_5nn,microtubule up,0,0,0.00078125,174,d4ac6e2b54e7
nuclei_block_5nn,microtubule up,0,0,0.00078125,174,d4ac6e2b54e7
compartment_route_5nn,microtubule up,0,0,0.00078125,174,d4ac6e2b54e7
endpoint_prevalence,mitochondrial disruption up,0,0.083713851,0.0008291874,174,d4ac6e2b54e7
morphology_magnitude_5nn,mitochondrial disruption up,0,0,0.0008291874,174,d4ac6e2b54e7
cells_block_5nn,mitochondrial disruption up,0,0,0.0008291874,174,d4ac6e2b54e7
cytoplasm_block_5nn,mitochondrial disruption up,0,0.2,0.0008291874,174,d4ac6e2b54e7
nuclei_block_5nn,mitochondrial disruption up,0,0,0.0008291874,174,d4ac6e2b54e7
compartment_route_5nn,mitochondrial disruption up,0,0,0.0008291874,174,d4ac6e2b54e7
endpoint_prevalence,oxidative stress up,0,0.15981735,0.00090415913,174,d4ac6e2b54e7
morphology_magnitude_5nn,oxidative stress up,0,0.4,0.00090415913,174,d4ac6e2b54e7
cells_block_5nn,oxidative stress up,0,0.2,0.00090415913,174,d4ac6e2b54e7
cytoplasm_block_5nn,oxidative stress up,0,0.4,0.00090415913,174,d4ac6e2b54e7
nuclei_block_5nn,oxidative stress up,0,0.2,0.00090415913,174,d4ac6e2b54e7
compartment_route_5nn,oxidative stress up,0,0.2,0.00090415913,174,d4ac6e2b54e7
endpoint_prevalence,proliferation decrease,0,0.12633181,0.00086956522,174,d4ac6e2b54e7
morphology_magnitude_5nn,proliferation decrease,0,0.2,0.00086956522,174,d4ac6e2b54e7
cells_block_5nn,proliferation decrease,0,0,0.00086956522,174,d4ac6e2b54e7
cytoplasm_block_5nn,proliferation decrease,0,0,0.00086956522,174,d4ac6e2b54e7
nuclei_block_5nn,proliferation decrease,0,0,0.00086956522,174,d4ac6e2b54e7
compartment_route_5nn,proliferation decrease,0,0,0.00086956522,174,d4ac6e2b54e7
endpoint_prevalence,apoptosis up,0,0.23744292,0.00099601594,175,f2d75361d54c
morphology_magnitude_5nn,apoptosis up,0,0.2,0.00099601594,175,f2d75361d54c
cells_block_5nn,apoptosis up,0,0.4,0.00099601594,175,f2d75361d54c
cytoplasm_block_5nn,apoptosis up,0,0.6,0.00099601594,175,f2d75361d54c
nuclei_block_5nn,apoptosis up,0,0.2,0.00099601594,175,f2d75361d54c
compartment_route_5nn,apoptosis up,0,0,0.00099601594,175,f2d75361d54c
endpoint_prevalence,cytotoxicity BLA,0,0.20091324,0.00095057034,175,f2d75361d54c
morphology_magnitude_5nn,cytotoxicity BLA,0,0.2,0.00095057034,175,f2d75361d54c
cells_block_5nn,cytotoxicity BLA,0,0.2,0.00095057034,175,f2d75361d54c
cytoplasm_block_5nn,cytotoxicity BLA,0,0.4,0.00095057034,175,f2d75361d54c
nuclei_block_5nn,cytotoxicity BLA,0,0.4,0.00095057034,175,f2d75361d54c
compartment_route_5nn,cytotoxicity BLA,0,0,0.00095057034,175,f2d75361d54c
endpoint_prevalence,cytotoxicity SRB,0,0.086757991,0.00083194676,175,f2d75361d54c
morphology_magnitude_5nn,cytotoxicity SRB,0,0.2,0.00083194676,175,f2d75361d54c
cells_block_5nn,cytotoxicity SRB,0,0,0.00083194676,175,f2d75361d54c
cytoplasm_block_5nn,cytotoxicity SRB,0,0.2,0.00083194676,175,f2d75361d54c
nuclei_block_5nn,cytotoxicity SRB,0,0.2,0.00083194676,175,f2d75361d54c
compartment_route_5nn,cytotoxicity SRB,0,0,0.00083194676,175,f2d75361d54c
endpoint_prevalence,ER stress,0,0.14155251,0.00088495575,175,f2d75361d54c
morphology_magnitude_5nn,ER stress,0,0.2,0.00088495575,175,f2d75361d54c
cells_block_5nn,ER stress,0,0,0.00088495575,175,f2d75361d54c
cytoplasm_block_5nn,ER stress,0,0.4,0.00088495575,175,f2d75361d54c
nuclei_block_5nn,ER stress,0,0.2,0.00088495575,175,f2d75361d54c
compartment_route_5nn,ER stress,0,0,0.00088495575,175,f2d75361d54c
endpoint_prevalence,heat shock,0,0.11567732,0.00085910653,175,f2d75361d54c
morphology_magnitude_5nn,heat shock,0,0,0.00085910653,175,f2d75361d54c
cells_block_5nn,heat shock,0,0,0.00085910653,175,f2d75361d54c
cytoplasm_block_5nn,heat shock,0,0.2,0.00085910653,175,f2d75361d54c
nuclei_block_5nn,heat shock,0,0.2,0.00085910653,175,f2d75361d54c
compartment_route_5nn,heat shock,0,0,0.00085910653,175,f2d75361d54c
endpoint_prevalence,microtubule up,0,0.02739726,0.00078125,175,f2d75361d54c
morphology_magnitude_5nn,microtubule up,0,0,0.00078125,175,f2d75361d54c
cells_block_5nn,microtubule up,0,0,0.00078125,175,f2d75361d54c
cytoplasm_block_5nn,microtubule up,0,0,0.00078125,175,f2d75361d54c
nuclei_block_5nn,microtubule up,0,0,0.00078125,175,f2d75361d54c
compartment_route_5nn,microtubule up,0,0,0.00078125,175,f2d75361d54c
endpoint_prevalence,mitochondrial disruption up,0,0.083713851,0.0008291874,175,f2d75361d54c
morphology_magnitude_5nn,mitochondrial disruption up,0,0.4,0.0008291874,175,f2d75361d54c
cells_block_5nn,mitochondrial disruption up,0,0,0.0008291874,175,f2d75361d54c
cytoplasm_block_5nn,mitochondrial disruption up,0,0,0.0008291874,175,f2d75361d54c
nuclei_block_5nn,mitochondrial disruption up,0,0.2,0.0008291874,175,f2d75361d54c
compartment_route_5nn,mitochondrial disruption up,0,0,0.0008291874,175,f2d75361d54c
endpoint_prevalence,oxidative stress up,0,0.15981735,0.00090415913,175,f2d75361d54c
morphology_magnitude_5nn,oxidative stress up,0,0.2,0.00090415913,175,f2d75361d54c
cells_block_5nn,oxidative stress up,0,0,0.00090415913,175,f2d75361d54c
cytoplasm_block_5nn,oxidative stress up,0,0.4,0.00090415913,175,f2d75361d54c
nuclei_block_5nn,oxidative stress up,0,0.2,0.00090415913,175,f2d75361d54c
compartment_route_5nn,oxidative stress up,0,0,0.00090415913,175,f2d75361d54c
endpoint_prevalence,proliferation decrease,0,0.12633181,0.00086956522,175,f2d75361d54c
morphology_magnitude_5nn,proliferation decrease,0,0.2,0.00086956522,175,f2d75361d54c
cells_block_5nn,proliferation decrease,0,0,0.00086956522,175,f2d75361d54c
cytoplasm_block_5nn,proliferation decrease,0,0.2,0.00086956522,175,f2d75361d54c
nuclei_block_5nn,proliferation decrease,0,0.4,0.00086956522,175,f2d75361d54c
compartment_route_5nn,proliferation decrease,0,0,0.00086956522,175,f2d75361d54c
endpoint_prevalence,apoptosis up,0,0.23744292,0.00099601594,176,9f675f48cbf5
morphology_magnitude_5nn,apoptosis up,0,0.4,0.00099601594,176,9f675f48cbf5
cells_block_5nn,apoptosis up,0,0,0.00099601594,176,9f675f48cbf5
cytoplasm_block_5nn,apoptosis up,0,0.2,0.00099601594,176,9f675f48cbf5
nuclei_block_5nn,apoptosis up,0,0.2,0.00099601594,176,9f675f48cbf5
compartment_route_5nn,apoptosis up,0,0.6,0.00099601594,176,9f675f48cbf5
endpoint_prevalence,cytotoxicity BLA,0,0.20091324,0.00095057034,176,9f675f48cbf5
morphology_magnitude_5nn,cytotoxicity BLA,0,0,0.00095057034,176,9f675f48cbf5
cells_block_5nn,cytotoxicity BLA,0,0,0.00095057034,176,9f675f48cbf5
cytoplasm_block_5nn,cytotoxicity BLA,0,0.2,0.00095057034,176,9f675f48cbf5
nuclei_block_5nn,cytotoxicity BLA,0,0,0.00095057034,176,9f675f48cbf5
compartment_route_5nn,cytotoxicity BLA,0,0.4,0.00095057034,176,9f675f48cbf5
endpoint_prevalence,cytotoxicity SRB,0,0.086757991,0.00083194676,176,9f675f48cbf5
morphology_magnitude_5nn,cytotoxicity SRB,0,0,0.00083194676,176,9f675f48cbf5
cells_block_5nn,cytotoxicity SRB,0,0,0.00083194676,176,9f675f48cbf5
cytoplasm_block_5nn,cytotoxicity SRB,0,0.2,0.00083194676,176,9f675f48cbf5
nuclei_block_5nn,cytotoxicity SRB,0,0,0.00083194676,176,9f675f48cbf5
compartment_route_5nn,cytotoxicity SRB,0,0,0.00083194676,176,9f675f48cbf5
endpoint_prevalence,ER stress,0,0.14155251,0.00088495575,176,9f675f48cbf5
morphology_magnitude_5nn,ER stress,0,0.2,0.00088495575,176,9f675f48cbf5
cells_block_5nn,ER stress,0,0,0.00088495575,176,9f675f48cbf5
cytoplasm_block_5nn,ER stress,0,0.4,0.00088495575,176,9f675f48cbf5
nuclei_block_5nn,ER stress,0,0,0.00088495575,176,9f675f48cbf5
compartment_route_5nn,ER stress,0,0.2,0.00088495575,176,9f675f48cbf5
endpoint_prevalence,heat shock,0,0.11567732,0.00085910653,176,9f675f48cbf5
morphology_magnitude_5nn,heat shock,0,0,0.00085910653,176,9f675f48cbf5
cells_block_5nn,heat shock,0,0,0.00085910653,176,9f675f48cbf5
cytoplasm_block_5nn,heat shock,0,0.2,0.00085910653,176,9f675f48cbf5
nuclei_block_5nn,heat shock,0,0,0.00085910653,176,9f675f48cbf5
compartment_route_5nn,heat shock,0,0.4,0.00085910653,176,9f675f48cbf5
endpoint_prevalence,microtubule up,0,0.02739726,0.00078125,176,9f675f48cbf5
morphology_magnitude_5nn,microtubule up,0,0,0.00078125,176,9f675f48cbf5
cells_block_5nn,microtubule up,0,0,0.00078125,176,9f675f48cbf5
cytoplasm_block_5nn,microtubule up,0,0,0.00078125,176,9f675f48cbf5
nuclei_block_5nn,microtubule up,0,0,0.00078125,176,9f675f48cbf5
compartment_route_5nn,microtubule up,0,0,0.00078125,176,9f675f48cbf5
endpoint_prevalence,mitochondrial disruption up,0,0.083713851,0.0008291874,176,9f675f48cbf5
morphology_magnitude_5nn,mitochondrial disruption up,0,0,0.0008291874,176,9f675f48cbf5
cells_block_5nn,mitochondrial disruption up,0,0,0.0008291874,176,9f675f48cbf5
cytoplasm_block_5nn,mitochondrial disruption up,0,0,0.0008291874,176,9f675f48cbf5
nuclei_block_5nn,mitochondrial disruption up,0,0,0.0008291874,176,9f675f48cbf5
compartment_route_5nn,mitochondrial disruption up,0,0,0.0008291874,176,9f675f48cbf5
endpoint_prevalence,oxidative stress up,0,0.15981735,0.00090415913,176,9f675f48cbf5
morphology_magnitude_5nn,oxidative stress up,0,0.2,0.00090415913,176,9f675f48cbf5
cells_block_5nn,oxidative stress up,0,0,0.00090415913,176,9f675f48cbf5
cytoplasm_block_5nn,oxidative stress up,0,0.4,0.00090415913,176,9f675f48cbf5
nuclei_block_5nn,oxidative stress up,0,0,0.00090415913,176,9f675f48cbf5
compartment_route_5nn,oxidative stress up,0,0.2,0.00090415913,176,9f675f48cbf5
endpoint_prevalence,proliferation decrease,0,0.12633181,0.00086956522,176,9f675f48cbf5
morphology_magnitude_5nn,proliferation decrease,0,0,0.00086956522,176,9f675f48cbf5
cells_block_5nn,proliferation decrease,0,0,0.00086956522,176,9f675f48cbf5
cytoplasm_block_5nn,proliferation decrease,0,0.2,0.00086956522,176,9f675f48cbf5
nuclei_block_5nn,proliferation decrease,0,0,0.00086956522,176,9f675f48cbf5
compartment_route_5nn,proliferation decrease,0,0,0.00086956522,176,9f675f48cbf5
endpoint_prevalence,apoptosis up,0,0.23744292,0.00099601594,177,aadf03feb5a3
morphology_magnitude_5nn,apoptosis up,0,0.2,0.00099601594,177,aadf03feb5a3
cells_block_5nn,apoptosis up,0,0.4,0.00099601594,177,aadf03feb5a3
cytoplasm_block_5nn,apoptosis up,0,0.4,0.00099601594,177,aadf03feb5a3
nuclei_block_5nn,apoptosis up,0,0.4,0.00099601594,177,aadf03feb5a3
compartment_route_5nn,apoptosis up,0,0.2,0.00099601594,177,aadf03feb5a3
endpoint_prevalence,cytotoxicity BLA,0,0.20091324,0.00095057034,177,aadf03feb5a3
morphology_magnitude_5nn,cytotoxicity BLA,0,0.2,0.00095057034,177,aadf03feb5a3
cells_block_5nn,cytotoxicity BLA,0,0,0.00095057034,177,aadf03feb5a3
cytoplasm_block_5nn,cytotoxicity BLA,0,0,0.00095057034,177,aadf03feb5a3
nuclei_block_5nn,cytotoxicity BLA,0,0,0.00095057034,177,aadf03feb5a3
compartment_route_5nn,cytotoxicity BLA,0,0,0.00095057034,177,aadf03feb5a3
endpoint_prevalence,cytotoxicity SRB,0,0.086757991,0.00083194676,177,aadf03feb5a3
morphology_magnitude_5nn,cytotoxicity SRB,0,0.2,0.00083194676,177,aadf03feb5a3
cells_block_5nn,cytotoxicity SRB,0,0,0.00083194676,177,aadf03feb5a3
cytoplasm_block_5nn,cytotoxicity SRB,0,0,0.00083194676,177,aadf03feb5a3
nuclei_block_5nn,cytotoxicity SRB,0,0,0.00083194676,177,aadf03feb5a3
compartment_route_5nn,cytotoxicity SRB,0,0,0.00083194676,177,aadf03feb5a3
endpoint_prevalence,ER stress,0,0.14155251,0.00088495575,177,aadf03feb5a3
morphology_magnitude_5nn,ER stress,0,0.2,0.00088495575,177,aadf03feb5a3
cells_block_5nn,ER stress,0,0.2,0.00088495575,177,aadf03feb5a3
cytoplasm_block_5nn,ER stress,0,0.2,0.00088495575,177,aadf03feb5a3
nuclei_block_5nn,ER stress,0,0.2,0.00088495575,177,aadf03feb5a3
compartment_route_5nn,ER stress,0,0,0.00088495575,177,aadf03feb5a3
endpoint_prevalence,heat shock,0,0.11567732,0.00085910653,177,aadf03feb5a3
morphology_magnitude_5nn,heat shock,0,0.2,0.00085910653,177,aadf03feb5a3
cells_block_5nn,heat shock,0,0,0.00085910653,177,aadf03feb5a3
cytoplasm_block_5nn,heat shock,0,0,0.00085910653,177,aadf03feb5a3
nuclei_block_5nn,heat shock,0,0,0.00085910653,177,aadf03feb5a3
compartment_route_5nn,heat shock,0,0,0.00085910653,177,aadf03feb5a3
endpoint_prevalence,microtubule up,0,0.02739726,0.00078125,177,aadf03feb5a3
morphology_magnitude_5nn,microtubule up,0,0,0.00078125,177,aadf03feb5a3
cells_block_5nn,microtubule up,0,0,0.00078125,177,aadf03feb5a3
cytoplasm_block_5nn,microtubule up,0,0,0.00078125,177,aadf03feb5a3
nuclei_block_5nn,microtubule up,0,0,0.00078125,177,aadf03feb5a3
compartment_route_5nn,microtubule up,0,0,0.00078125,177,aadf03feb5a3
endpoint_prevalence,mitochondrial disruption up,0,0.083713851,0.0008291874,177,aadf03feb5a3
morphology_magnitude_5nn,mitochondrial disruption up,0,0.4,0.0008291874,177,aadf03feb5a3
cells_block_5nn,mitochondrial disruption up,0,0.2,0.0008291874,177,aadf03feb5a3
cytoplasm_block_5nn,mitochondrial disruption up,0,0.2,0.0008291874,177,aadf03feb5a3
nuclei_block_5nn,mitochondrial disruption up,0,0.2,0.0008291874,177,aadf03feb5a3
compartment_route_5nn,mitochondrial disruption up,0,0,0.0008291874,177,aadf03feb5a3
endpoint_prevalence,oxidative stress up,0,0.15981735,0.00090415913,177,aadf03feb5a3
morphology_magnitude_5nn,oxidative stress up,0,0.2,0.00090415913,177,aadf03feb5a3
cells_block_5nn,oxidative stress up,0,0.4,0.00090415913,177,aadf03feb5a3
cytoplasm_block_5nn,oxidative stress up,0,0.2,0.00090415913,177,aadf03feb5a3
nuclei_block_5nn,oxidative stress up,0,0.4,0.00090415913,177,aadf03feb5a3
compartment_route_5nn,oxidative stress up,0,0.2,0.00090415913,177,aadf03feb5a3
endpoint_prevalence,proliferation decrease,0,0.12633181,0.00086956522,177,aadf03feb5a3
morphology_magnitude_5nn,proliferation decrease,0,0.4,0.00086956522,177,aadf03feb5a3
cells_block_5nn,proliferation decrease,0,0.2,0.00086956522,177,aadf03feb5a3
cytoplasm_block_5nn,proliferation decrease,0,0.2,0.00086956522,177,aadf03feb5a3
nuclei_block_5nn,proliferation decrease,0,0.2,0.00086956522,177,aadf03feb5a3
compartment_route_5nn,proliferation decrease,0,0,0.00086956522,177,aadf03feb5a3
endpoint_prevalence,apoptosis up,0,0.23744292,0.00099601594,178,8e0bb3d2849e
morphology_magnitude_5nn,apoptosis up,0,0,0.00099601594,178,8e0bb3d2849e
cells_block_5nn,apoptosis up,0,0,0.00099601594,178,8e0bb3d2849e
cytoplasm_block_5nn,apoptosis up,0,0,0.00099601594,178,8e0bb3d2849e
nuclei_block_5nn,apoptosis up,0,0.2,0.00099601594,178,8e0bb3d2849e
compartment_route_5nn,apoptosis up,0,0,0.00099601594,178,8e0bb3d2849e
endpoint_prevalence,cytotoxicity BLA,0,0.20091324,0.00095057034,178,8e0bb3d2849e
morphology_magnitude_5nn,cytotoxicity BLA,0,0.4,0.00095057034,178,8e0bb3d2849e
cells_block_5nn,cytotoxicity BLA,0,0,0.00095057034,178,8e0bb3d2849e
cytoplasm_block_5nn,cytotoxicity BLA,0,0,0.00095057034,178,8e0bb3d2849e
nuclei_block_5nn,cytotoxicity BLA,0,0.2,0.00095057034,178,8e0bb3d2849e
compartment_route_5nn,cytotoxicity BLA,0,0,0.00095057034,178,8e0bb3d2849e
endpoint_prevalence,cytotoxicity SRB,1,0.085235921,0.0087719298,178,8e0bb3d2849e
morphology_magnitude_5nn,cytotoxicity SRB,1,0,0.0087719298,178,8e0bb3d2849e
cells_block_5nn,cytotoxicity SRB,1,0,0.0087719298,178,8e0bb3d2849e
cytoplasm_block_5nn,cytotoxicity SRB,1,0.2,0.0087719298,178,8e0bb3d2849e
nuclei_block_5nn,cytotoxicity SRB,1,0.2,0.0087719298,178,8e0bb3d2849e
compartment_route_5nn,cytotoxicity SRB,1,0,0.0087719298,178,8e0bb3d2849e
endpoint_prevalence,ER stress,0,0.14155251,0.00088495575,178,8e0bb3d2849e
morphology_magnitude_5nn,ER stress,0,0,0.00088495575,178,8e0bb3d2849e
cells_block_5nn,ER stress,0,0,0.00088495575,178,8e0bb3d2849e
cytoplasm_block_5nn,ER stress,0,0,0.00088495575,178,8e0bb3d2849e
nuclei_block_5nn,ER stress,0,0.2,0.00088495575,178,8e0bb3d2849e
compartment_route_5nn,ER stress,0,0,0.00088495575,178,8e0bb3d2849e
endpoint_prevalence,heat shock,0,0.11567732,0.00085910653,178,8e0bb3d2849e
morphology_magnitude_5nn,heat shock,0,0.2,0.00085910653,178,8e0bb3d2849e
cells_block_5nn,heat shock,0,0,0.00085910653,178,8e0bb3d2849e
cytoplasm_block_5nn,heat shock,0,0,0.00085910653,178,8e0bb3d2849e
nuclei_block_5nn,heat shock,0,0.2,0.00085910653,178,8e0bb3d2849e
compartment_route_5nn,heat shock,0,0,0.00085910653,178,8e0bb3d2849e
endpoint_prevalence,microtubule up,1,0.02587519,0.027777778,178,8e0bb3d2849e
morphology_magnitude_5nn,microtubule up,1,0,0.027777778,178,8e0bb3d2849e
cells_block_5nn,microtubule up,1,0,0.027777778,178,8e0bb3d2849e
cytoplasm_block_5nn,microtubule up,1,0,0.027777778,178,8e0bb3d2849e
nuclei_block_5nn,microtubule up,1,0.2,0.027777778,178,8e0bb3d2849e
compartment_route_5nn,microtubule up,1,0,0.027777778,178,8e0bb3d2849e
endpoint_prevalence,mitochondrial disruption up,1,0.082191781,0.0090909091,178,8e0bb3d2849e
morphology_magnitude_5nn,mitochondrial disruption up,1,0,0.0090909091,178,8e0bb3d2849e
cells_block_5nn,mitochondrial disruption up,1,0.2,0.0090909091,178,8e0bb3d2849e
cytoplasm_block_5nn,mitochondrial disruption up,1,0.4,0.0090909091,178,8e0bb3d2849e
nuclei_block_5nn,mitochondrial disruption up,1,0,0.0090909091,178,8e0bb3d2849e
compartment_route_5nn,mitochondrial disruption up,1,0.2,0.0090909091,178,8e0bb3d2849e
endpoint_prevalence,oxidative stress up,1,0.15829528,0.0047619048,178,8e0bb3d2849e
morphology_magnitude_5nn,oxidative stress up,1,0,0.0047619048,178,8e0bb3d2849e
cells_block_5nn,oxidative stress up,1,0.2,0.0047619048,178,8e0bb3d2849e
cytoplasm_block_5nn,oxidative stress up,1,0.2,0.0047619048,178,8e0bb3d2849e
nuclei_block_5nn,oxidative stress up,1,0.2,0.0047619048,178,8e0bb3d2849e
compartment_route_5nn,oxidative stress up,1,0,0.0047619048,178,8e0bb3d2849e
endpoint_prevalence,proliferation decrease,1,0.12480974,0.0060240964,178,8e0bb3d2849e
morphology_magnitude_5nn,proliferation decrease,1,0,0.0060240964,178,8e0bb3d2849e
cells_block_5nn,proliferation decrease,1,0,0.0060240964,178,8e0bb3d2849e
cytoplasm_block_5nn,proliferation decrease,1,0.2,0.0060240964,178,8e0bb3d2849e
nuclei_block_5nn,proliferation decrease,1,0.2,0.0060240964,178,8e0bb3d2849e
compartment_route_5nn,proliferation decrease,1,0,0.0060240964,178,8e0bb3d2849e
endpoint_prevalence,apoptosis up,0,0.23744292,0.00099601594,179,4aa18a12e795
morphology_magnitude_5nn,apoptosis up,0,0.2,0.00099601594,179,4aa18a12e795
cells_block_5nn,apoptosis up,0,0,0.00099601594,179,4aa18a12e795
cytoplasm_block_5nn,apoptosis up,0,0,0.00099601594,179,4aa18a12e795
nuclei_block_5nn,apoptosis up,0,0.2,0.00099601594,179,4aa18a12e795
compartment_route_5nn,apoptosis up,0,0.2,0.00099601594,179,4aa18a12e795
endpoint_prevalence,cytotoxicity BLA,0,0.20091324,0.00095057034,179,4aa18a12e795
morphology_magnitude_5nn,cytotoxicity BLA,0,0,0.00095057034,179,4aa18a12e795
cells_block_5nn,cytotoxicity BLA,0,0,0.00095057034,179,4aa18a12e795
cytoplasm_block_5nn,cytotoxicity BLA,0,0,0.00095057034,179,4aa18a12e795
nuclei_block_5nn,cytotoxicity BLA,0,0,0.00095057034,179,4aa18a12e795
compartment_route_5nn,cytotoxicity BLA,0,0.2,0.00095057034,179,4aa18a12e795
endpoint_prevalence,cytotoxicity SRB,0,0.086757991,0.00083194676,179,4aa18a12e795
morphology_magnitude_5nn,cytotoxicity SRB,0,0.2,0.00083194676,179,4aa18a12e795
cells_block_5nn,cytotoxicity SRB,0,0,0.00083194676,179,4aa18a12e795
cytoplasm_block_5nn,cytotoxicity SRB,0,0,0.00083194676,179,4aa18a12e795
nuclei_block_5nn,cytotoxicity SRB,0,0,0.00083194676,179,4aa18a12e795
compartment_route_5nn,cytotoxicity SRB,0,0,0.00083194676,179,4aa18a12e795
endpoint_prevalence,ER stress,0,0.14155251,0.00088495575,179,4aa18a12e795
morphology_magnitude_5nn,ER stress,0,0.2,0.00088495575,179,4aa18a12e795
cells_block_5nn,ER stress,0,0,0.00088495575,179,4aa18a12e795
cytoplasm_block_5nn,ER stress,0,0,0.00088495575,179,4aa18a12e795
nuclei_block_5nn,ER stress,0,0,0.00088495575,179,4aa18a12e795
compartment_route_5nn,ER stress,0,0,0.00088495575,179,4aa18a12e795
endpoint_prevalence,heat shock,0,0.11567732,0.00085910653,179,4aa18a12e795
morphology_magnitude_5nn,heat shock,0,0.2,0.00085910653,179,4aa18a12e795
cells_block_5nn,heat shock,0,0,0.00085910653,179,4aa18a12e795
cytoplasm_block_5nn,heat shock,0,0,0.00085910653,179,4aa18a12e795
nuclei_block_5nn,heat shock,0,0,0.00085910653,179,4aa18a12e795
compartment_route_5nn,heat shock,0,0.4,0.00085910653,179,4aa18a12e795
endpoint_prevalence,microtubule up,0,0.02739726,0.00078125,179,4aa18a12e795
morphology_magnitude_5nn,microtubule up,0,0,0.00078125,179,4aa18a12e795
cells_block_5nn,microtubule up,0,0,0.00078125,179,4aa18a12e795
cytoplasm_block_5nn,microtubule up,0,0,0.00078125,179,4aa18a12e795
nuclei_block_5nn,microtubule up,0,0,0.00078125,179,4aa18a12e795
compartment_route_5nn,microtubule up,0,0,0.00078125,179,4aa18a12e795
endpoint_prevalence,mitochondrial disruption up,0,0.083713851,0.0008291874,179,4aa18a12e795
morphology_magnitude_5nn,mitochondrial disruption up,0,0,0.0008291874,179,4aa18a12e795
cells_block_5nn,mitochondrial disruption up,0,0,0.0008291874,179,4aa18a12e795
cytoplasm_block_5nn,mitochondrial disruption up,0,0,0.0008291874,179,4aa18a12e795
nuclei_block_5nn,mitochondrial disruption up,0,0,0.0008291874,179,4aa18a12e795
compartment_route_5nn,mitochondrial disruption up,0,0,0.0008291874,179,4aa18a12e795
endpoint_prevalence,oxidative stress up,0,0.15981735,0.00090415913,179,4aa18a12e795
morphology_magnitude_5nn,oxidative stress up,0,0.2,0.00090415913,179,4aa18a12e795
cells_block_5nn,oxidative stress up,0,0,0.00090415913,179,4aa18a12e795
cytoplasm_block_5nn,oxidative stress up,0,0,0.00090415913,179,4aa18a12e795
nuclei_block_5nn,oxidative stress up,0,0,0.00090415913,179,4aa18a12e795
compartment_route_5nn,oxidative stress up,0,0,0.00090415913,179,4aa18a12e795
endpoint_prevalence,proliferation decrease,0,0.12633181,0.00086956522,179,4aa18a12e795
morphology_magnitude_5nn,proliferation decrease,0,0.2,0.00086956522,179,4aa18a12e795
cells_block_5nn,proliferation decrease,0,0,0.00086956522,179,4aa18a12e795
cytoplasm_block_5nn,proliferation decrease,0,0,0.00086956522,179,4aa18a12e795
nuclei_block_5nn,proliferation decrease,0,0,0.00086956522,179,4aa18a12e795
compartment_route_5nn,proliferation decrease,0,0,0.00086956522,179,4aa18a12e795
endpoint_prevalence,apoptosis up,0,0.23744292,0.00099601594,180,575626d60424
morphology_magnitude_5nn,apoptosis up,0,0.6,0.00099601594,180,575626d60424
cells_block_5nn,apoptosis up,0,0.2,0.00099601594,180,575626d60424
cytoplasm_block_5nn,apoptosis up,0,0.4,0.00099601594,180,575626d60424
nuclei_block_5nn,apoptosis up,0,0,0.00099601594,180,575626d60424
compartment_route_5nn,apoptosis up,0,0.4,0.00099601594,180,575626d60424
endpoint_prevalence,cytotoxicity BLA,0,0.20091324,0.00095057034,180,575626d60424
morphology_magnitude_5nn,cytotoxicity BLA,0,0.2,0.00095057034,180,575626d60424
cells_block_5nn,cytotoxicity BLA,0,0,0.00095057034,180,575626d60424
cytoplasm_block_5nn,cytotoxicity BLA,0,0,0.00095057034,180,575626d60424
nuclei_block_5nn,cytotoxicity BLA,0,0,0.00095057034,180,575626d60424
compartment_route_5nn,cytotoxicity BLA,0,0.4,0.00095057034,180,575626d60424
endpoint_prevalence,cytotoxicity SRB,0,0.086757991,0.00083194676,180,575626d60424
morphology_magnitude_5nn,cytotoxicity SRB,0,0.4,0.00083194676,180,575626d60424
